"ad2","psu","hh","id","d1","d2","d3","d4","d5","f1","f2a","f2b","f2c","f2d","f2e","f2f","f2g","f2h","f2i","f2j","f2k","f2l","f2m","f2n","f2o","f2p","f2q","f2r","f2s","f3","f4","f5","f6","f7","a1","a2","a3","a4","a5","a6","a7","a8","k6a","k6b","k6c","k6d","k6e","k6f","ds1","ds2","ds3","ds4","ds5","ds6a","ds6b","ds6c","h1","h2","h3","h4","h5","h6","m1","m2a","m2b","m2c","m2d","m2e","m2f","m2g","m2h","m2i","w1","w2","w3","w4","as1","as2","as3","as4","va2a","va2b","va2c","va2d","wg1","wg2","wg3","wg4","wg5","wg6"
3,206,2,1,1,83,2,5,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,3,4,3,3,4,4,1,1,1,1,1,1,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,244,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,206,3,1,1,67,2,4,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,1,2,2,1,1,3,4,4,4,2,3,1,1,1,2,1,2,2,2,1,1,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,227,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,206,3,2,1,80,1,2,2,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,1,1,1,2,1,2,2,2,1,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,261,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,206,4,1,1,89,1,3,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,3,4,3,3,3,5,2,1,1,1,2,1,1,1,1,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,245,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,206,4,2,3,65,2,2,2,4,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,3,5,5,5,3,5,1,1,1,1,1,1,1,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,308,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,206,5,1,1,66,1,5,2,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,0,1,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,2,1,1,2,1,1,1,1,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,232,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA
3,206,6,1,1,79,1,5,2,4,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,1,2,2,2,2,2,2,2,1,2,5,1,4,4,4,4,1,1,2,2,1,2,2,2,1,1,NA,1,1,NA,1,2,2,2,2,2,2,1,1,2,2,2,2,2,245,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,206,7,1,2,75,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,NA,1,2,2,2,2,2,2,2,2,2,1,2,2,2,263,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,206,8,1,1,62,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,1,1,1,2,1,2,2,2,2,NA,NA,1,1,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,2,289,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,206,9,1,1,69,2,5,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,2,2,2,239,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,207,1,1,1,62,1,2,2,3,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,5,5,5,5,5,1,1,1,1,1,1,2,2,2,NA,NA,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,355,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA
1,207,2,1,1,62,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,4,3,4,4,1,1,1,1,1,2,2,2,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,2,2,1,1,2,2,365,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,3,1,1,63,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,1,1,2,2,2,2,2,1,2,2,2,2,2,352,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,4,1,1,83,2,5,2,3,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,1,2,3,4,4,3,3,3,1,1,8,8,1,2,2,2,2,NA,NA,2,NA,NA,1,2,2,2,1,2,2,2,1,2,2,1,2,2,234,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,207,4,2,2,75,1,2,2,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,206,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,207,5,1,1,67,2,3,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,1,4,4,3,3,2,3,1,1,2,2,2,1,1,1,1,1,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,267,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,6,1,1,66,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,1,2,2,2,NA,NA,1,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,244,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,7,1,1,60,2,5,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,1,2,1,2,2,2,1,2,1,1,2,2,273,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,8,1,1,69,1,2,2,3,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,1,4,3,4,3,4,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,2,2,1,2,2,2,2,1,2,2,1,2,2,241,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,9,1,1,60,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,3,1,2,2,1,1,1,1,1,2,2,2,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,2,301,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,207,10,1,1,101,2,5,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,9,1,0,0,0,1,1,2,2,2,2,2,2,1,1,3,4,4,4,5,5,1,1,1,1,1,2,2,1,2,NA,NA,2,NA,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,2,286,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA
1,207,11,1,1,60,1,3,2,4,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,263,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,208,1,1,2,62,2,4,2,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,3,4,1,2,1,1,1,1,1,2,1,2,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,292,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,2,1,1,66,2,2,2,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,1,2,1,2,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,289,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA
2,208,3,1,1,60,1,3,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,3,3,4,4,2,5,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,263,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,3,2,1,70,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,257,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,4,1,1,72,2,5,2,3,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,1,2,3,3,3,3,2,5,1,1,1,1,1,2,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,293,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,5,1,1,78,1,5,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,222,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,208,6,1,1,75,2,5,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,1,1,2,272,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,208,7,1,1,90,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,1,7,7,7,7,7,7,1,1,1,1,1,2,2,2,1,1,NA,1,1,NA,1,2,2,2,2,2,2,1,1,2,1,1,2,2,248,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,208,8,1,1,85,2,5,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,1,1,1,1,4,4,3,4,2,2,2,2,2,2,2,2,2,NA,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,2,2,2,267,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,208,8,2,1,63,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,1,2,5,4,5,4,2,4,1,1,1,1,1,1,1,1,2,NA,NA,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,329,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,9,1,1,60,1,2,2,3,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,1,2,2,2,2,2,293,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,208,10,1,2,65,2,5,2,4,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,2,1,1,1,2,1,1,2,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,264,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,209,1,1,1,80,2,5,2,2,2,1,1,2,9,2,1,2,2,2,2,1,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,3,1,1,1,1,1,2,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,241,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,2,1,1,83,2,5,2,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,1,2,3,3,4,4,3,4,1,1,1,1,1,1,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,287,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
3,209,3,1,1,88,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,2,2,1,1,2,2,2,2,1,2,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,223,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,209,4,1,1,60,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,4,3,5,7,3,5,1,1,1,1,2,1,1,1,2,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,243,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,5,1,1,75,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,1,3,3,3,1,1,1,1,1,2,2,1,2,NA,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,2,2,2,2,243,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,6,1,1,80,2,5,2,3,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1,2,1,1,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2,2,2,2,2,286,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,7,1,1,66,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,4,4,3,1,1,4,1,1,1,2,1,2,1,2,2,NA,NA,1,1,NA,1,1,1,2,2,2,2,2,1,2,1,1,2,2,331,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,7,2,1,82,1,1,2,4,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,274,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,209,8,1,1,61,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,2,1,1,2,NA,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,266,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,209,9,1,2,82,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,5,3,3,3,3,1,1,1,1,1,2,2,2,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,1,2,1,2,2,2,231,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
3,209,10,1,1,60,1,2,2,3,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,9,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,3,5,5,5,5,5,8,1,1,1,8,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,241,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,209,11,1,1,95,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,1,1,1,1,1,1,2,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,214,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,1,1,1,62,2,4,2,2,2,1,1,9,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,232,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,1,2,1,68,2,3,2,3,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,394,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,2,1,1,70,2,5,2,4,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,312,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA
1,210,3,1,1,62,1,3,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,0,0,0,2,1,1,1,1,1,2,2,1,1,4,3,4,3,3,4,1,1,1,1,1,2,2,2,1,1,NA,1,1,NA,1,1,1,2,2,2,1,2,2,2,1,1,1,2,260,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,3,2,1,63,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,1,1,1,2,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2,1,1,2,2,262,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA
1,210,4,1,2,82,1,5,2,4,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,1,1,2,2,1,2,2,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,1,1,1,1,1,2,276,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,210,5,1,1,95,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,1,4,3,3,2,2,2,1,1,2,2,2,2,2,2,2,NA,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,2,2,1,252,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,210,6,1,1,75,1,5,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,209,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
1,210,6,2,1,75,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,9,2,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,286,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,7,1,1,65,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,1,1,1,1,1,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,234,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,210,8,1,1,74,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,262,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,210,9,1,1,62,1,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,4,3,3,5,2,5,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,247,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,211,1,1,1,60,1,3,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,257,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,2,1,1,70,2,5,2,3,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,3,1,1,1,2,1,1,2,2,1,1,NA,1,1,NA,1,2,2,1,2,2,2,2,1,2,2,1,2,2,258,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,3,1,3,70,1,5,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,NA,1,1,2,2,2,2,2,2,1,2,1,1,2,2,248,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,211,4,1,2,60,2,4,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,2,1,2,2,2,2,NA,NA,1,1,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,2,247,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,5,1,1,78,2,5,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,1,2,2,366,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,6,1,1,80,1,5,2,4,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,1,2,252,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA
