"ad2","psu","hh","id","d1","d2","d3","d4","d5","f1","f2a","f2b","f2c","f2d","f2e","f2f","f2g","f2h","f2i","f2j","f2k","f2l","f2m","f2n","f2o","f2p","f2q","f2r","f2s","f3","f4","f5","f6","f7","a1","a2","a3","a4","a5","a6","a7","a8","k6a","k6b","k6c","k6d","k6e","k6f","ds1","ds2","ds3","ds4","ds5","ds6a","ds6b","ds6c","h1","h2","h3","h4","h5","h6","m1","m2a","m2b","m2c","m2d","m2e","m2f","m2g","m2h","m2i","w1","w2","w3","w4","as1","as2","as3","as4","va2a","va2b","va2c","va2d","wg1","wg2","wg3","wg4","wg5","wg6"
2,211,7,1,1,81,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,262,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,8,1,1,78,2,5,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,2,1,1,1,1,1,2,2,2,2,NA,NA,1,2,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,221,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,211,9,1,1,70,2,5,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,NA,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,322,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,10,1,1,80,2,5,2,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,307,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,211,11,1,1,62,2,3,2,3,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,1,1,1,1,2,3,2,1,1,1,2,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,333,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,211,12,1,1,68,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,204,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,1,1,2,85,2,5,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,256,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,212,2,1,1,61,1,2,2,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,3,2,4,4,4,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,1,2,1,2,2,2,2,2,1,1,1,2,296,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,212,3,1,1,65,2,5,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,2,1,4,1,3,3,1,1,1,1,1,1,1,2,2,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2,1,1,2,2,243,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,4,1,1,71,1,2,2,4,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,1,1,2,1,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,1,1,2,273,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,212,5,1,1,75,2,5,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,3,3,3,2,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2,1,2,2,1,267,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,6,1,3,60,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,2,9,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,249,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,7,1,1,87,2,2,2,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,5,1,1,1,9,1,1,1,2,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,2,2,1,2,1,2,274,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,8,1,1,80,2,5,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,1,2,3,3,3,3,2,5,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,303,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,8,2,1,85,1,4,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,5,1,1,1,1,1,2,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,268,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,212,9,1,2,72,1,3,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,1,1,1,2,2,1,4,2,1,1,1,1,1,2,2,2,1,2,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,261,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,10,1,1,80,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,217,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,212,11,1,1,88,2,5,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,0,0,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,1,8,1,1,2,2,2,2,1,2,7,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,195,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,213,1,1,1,66,1,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,209,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,213,2,1,1,70,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,3,1,1,2,1,1,1,1,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,250,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA
1,213,3,1,1,90,2,5,2,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,1,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,1,1,2,1,1,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,210,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,213,4,1,1,60,2,5,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,293,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,213,5,1,1,68,2,5,2,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,4,7,3,3,2,1,2,1,1,1,2,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,236,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,213,6,1,1,63,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,4,1,1,1,1,1,2,1,1,2,NA,NA,1,1,NA,1,1,1,2,2,2,2,2,2,2,2,1,2,2,286,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,213,7,1,1,85,1,5,1,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,2,1,2,1,2,2,2,252,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,213,8,1,1,62,1,3,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,6,5,6,4,7,1,1,2,1,1,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,270,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
1,213,9,1,2,93,2,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,NA,1,1,NA,1,2,2,2,2,2,2,2,1,2,1,2,2,1,306,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,213,10,1,1,85,2,5,2,4,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,3,4,3,1,1,1,1,1,2,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,292,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA
1,213,11,1,1,70,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,5,4,4,4,4,5,1,1,1,1,1,2,2,2,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,1,2,2,1,2,2,285,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,213,12,1,1,64,2,5,2,4,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1,2,1,1,4,4,3,3,4,3,1,1,1,1,1,2,2,2,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,257,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,214,1,1,1,61,2,2,2,4,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,5,5,3,5,5,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,1,2,325,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,2,1,1,67,1,2,1,3,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,4,3,4,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,1,2,2,2,2,2,1,2,1,1,2,2,253,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,3,1,1,65,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,256,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
2,214,4,1,3,78,1,4,2,3,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,1,1,2,1,2,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,252,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,214,4,2,1,65,1,2,2,4,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,5,5,5,5,3,5,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,1,2,2,2,2,2,2,1,2,1,2,336,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,5,1,2,60,2,5,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,3,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,251,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,6,2,1,74,1,2,2,3,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,2,4,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,254,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,7,1,1,69,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,234,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,8,1,1,75,1,4,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,5,4,3,3,4,1,1,2,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,308,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
2,214,9,1,1,67,2,5,2,3,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,1,2,4,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,1,2,2,2,2,2,243,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
2,214,10,1,1,68,2,5,2,3,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,3,1,1,1,2,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,1,2,2,2,2,1,1,1,2,306,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
2,214,11,1,1,63,2,5,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,1,1,4,3,3,4,3,4,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,9,2,1,2,2,289,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
3,215,1,1,1,70,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,1,2,1,2,2,2,266,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,2,1,1,65,2,3,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,4,4,2,3,1,1,1,1,1,1,1,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,302,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,2,2,3,60,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,2,2,1,1,3,3,5,5,2,5,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,307,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA
3,215,3,1,1,62,1,2,2,3,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,5,5,5,5,1,1,1,1,1,2,2,2,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,1,2,2,296,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,4,1,1,61,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,2,4,3,3,4,3,1,1,1,1,1,1,1,1,1,2,NA,NA,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,253,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,215,5,1,1,65,1,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,NA,2,NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,253,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
3,215,6,1,1,63,2,5,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,336,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,6,2,1,65,1,3,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,2,4,4,3,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,268,2,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA
3,215,7,1,1,63,2,2,2,3,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,2,1,2,1,2,4,4,3,5,3,5,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,1,2,262,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,7,2,1,60,2,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,294,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,8,1,1,74,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,1,2,2,2,2,2,2,1,2,2,2,291,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
3,215,8,2,1,65,1,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,4,1,1,1,1,1,1,1,1,2,NA,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,296,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,1,1,1,85,1,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,5,2,2,3,5,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,228,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA
1,216,2,1,1,67,2,2,2,4,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4,5,5,3,2,2,1,2,1,1,1,1,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,272,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,3,1,2,81,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,297,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,216,4,1,1,67,2,1,2,3,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,273,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA
1,216,5,1,1,62,2,5,2,3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,9,2,1,2,2,308,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,6,1,1,61,2,5,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,1,315,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,7,1,1,74,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,4,3,2,2,1,1,1,2,1,1,2,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,300,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
1,216,8,1,1,60,2,5,2,5,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,1,1,1,1,1,2,1,1,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,338,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,9,1,1,70,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,1,1,2,274,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,10,1,3,80,2,5,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,4,4,1,2,3,1,1,1,1,2,2,2,1,1,2,NA,NA,1,1,NA,1,1,2,2,2,2,2,2,2,2,1,2,2,2,230,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1,216,11,1,1,65,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,361,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA
1,216,12,1,1,67,2,5,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,278,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA
